Row Created Date Time,Metric ID,Description of Metric,Indicator Domain Group,OMH Region,Age Group,Numerator,Denominator,Rate,Year,Quarter,Year to Date Numerator,Year to Date Denominator,Year to Date Rate
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,04-New York City,Adult,1526,4214,0.362126246,2012,Q2,3096,8385,0.369230769
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,01-Western NY,Youth,185,266,0.695488722,2010,Q4,718,1069,0.671655753
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,04-New York City,Adult,1506,4194,0.359084406,2012,Q3,4602,12579,0.365847842
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,06-Statewide,Youth,724,1790,0.404469274,2012,Q3,2688,6498,0.413665743
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,03-Hudson River,Youth,401,725,0.553103448,2012,Q1,401,725,0.553103448
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,01-Western NY,Adult,690,1491,0.46277666,2013,Q1Q2,690,1491,0.46277666
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,05-Long Island,Adult,445,1068,0.416666667,2013,Q3Q4,872,2124,0.410546139
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,03-Hudson River,Adult,468,1075,0.435348837,2011,Q4,2201,5033,0.437313729
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,01-Western NY,Adult,603,1043,0.578139981,2011,Q1,603,1043,0.578139981
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,03-Hudson River,Adult,428,1137,0.3764292,2012,Q1,428,1137,0.3764292
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,03-Hudson River,Adult,685,1368,0.500730994,2011,Q1,685,1368,0.500730994
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,01-Western NY,Youth,105,229,0.458515284,2012,Q2,232,494,0.469635628
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,04-New York City,Adult,1274,4442,0.286807744,2011,Q3,3887,13054,0.297763138
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,04-New York City,Youth,203,631,0.321711569,2012,Q4,1056,2933,0.360040914
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,04-New York City,Youth,327,691,0.473227207,2011,Q3,1067,2077,0.513721714
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,03-Hudson River,Adult,497,1024,0.485351563,2012,Q3,1617,3227,0.501084599
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,06-Statewide,Youth,2125,4176,0.508860153,2014,Q3Q4,4399,8654,0.508319852
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,03-Hudson River,Youth,572,1356,0.421828909,2014,Q1Q2,572,1356,0.421828909
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,06-Statewide,Adult,2629,7509,0.350113197,2012,Q2,5362,15114,0.354770412
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,04-New York City,Youth,585,1387,0.421773612,2013,Q3Q4,1283,2856,0.449229692
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,06-Statewide,Adult,3440,7550,0.455629139,2011,Q4,14872,32212,0.461691295
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,05-Long Island,Adult,459,1545,0.297087379,2014,Q3Q4,835,2721,0.306872473
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,02-Central NY,Youth,144,314,0.458598726,2010,Q4,525,1142,0.45971979
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,04-New York City,Youth,384,738,0.520325203,2011,Q2,740,1386,0.533910534
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,06-Statewide,Youth,1214,2010,0.6039801,2011,Q1,1214,2010,0.6039801
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,01-Western NY,Adult,657,1389,0.47300216,2013,Q3Q4,1369,2907,0.470932233
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,01-Western NY,Adult,804,1444,0.556786704,2014,Q1Q2,804,1444,0.556786704
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,02-Central NY,Adult,265,716,0.370111732,2012,Q2,532,1446,0.36791148
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,04-New York City,Youth,285,631,0.451664025,2012,Q4,1414,2933,0.482100239
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,01-Western NY,Adult,426,935,0.455614973,2012,Q3,1286,2811,0.457488438
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,03-Hudson River,Youth,559,1316,0.424772036,2013,Q3Q4,1063,2502,0.424860112
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,02-Central NY,Adult,657,1317,0.498861048,2013,Q3Q4,1324,2597,0.509819022
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,03-Hudson River,Youth,422,691,0.610709117,2011,Q1,422,691,0.610709117
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,06-Statewide,Youth,938,2253,0.416333777,2011,Q2,1797,4263,0.421534131
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,06-Statewide,Adult,5086,14842,0.342676189,2013,Q3Q4,10209,29205,0.349563431
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,02-Central NY,Youth,98,213,0.460093897,2012,Q3,363,833,0.43577431
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,03-Hudson River,Youth,240,591,0.406091371,2012,Q4,1149,2665,0.431144465
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,06-Statewide,Adult,3081,8166,0.377296106,2011,Q3,9633,24551,0.39236691
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,01-Western NY,Youth,128,192,0.666666667,2012,Q3,436,686,0.635568513
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,01-Western NY,Youth,307,448,0.685267857,2013,Q1Q2,307,448,0.685267857
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,06-Statewide,Adult,4258,8055,0.528615767,2011,Q1,4258,8055,0.528615767
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,04-New York City,Adult,3671,8262,0.444323408,2013,Q1Q2,3671,8262,0.444323408
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,05-Long Island,Youth,243,463,0.524838013,2014,Q3Q4,482,933,0.516613076
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,04-New York City,Youth,260,724,0.359116022,2012,Q1,260,724,0.359116022
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,02-Central NY,Youth,296,738,0.401084011,2014,Q1Q2,296,738,0.401084011
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,01-Western NY,Youth,276,439,0.628701595,2014,Q3Q4,571,900,0.634444444
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,03-Hudson River,Youth,361,647,0.557959815,2011,Q3,1213,2040,0.594607843
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,03-Hudson River,Youth,235,591,0.397631134,2012,Q4,1109,2665,0.416135084
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,06-Statewide,Youth,2111,4100,0.514878049,2013,Q3Q4,4397,8368,0.525454111
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,02-Central NY,Adult,684,1271,0.53815893,2013,Q1Q2,684,1271,0.53815893
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,03-Hudson River,Adult,727,1359,0.534952171,2010,Q4,2911,5110,0.569667319
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,04-New York City,Youth,192,631,0.304278922,2012,Q4,1004,2933,0.342311626
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,04-New York City,Adult,1291,4114,0.313806514,2012,Q1,1291,4114,0.313806514
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,05-Long Island,Youth,99,203,0.487684729,2011,Q4,430,860,0.5
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,03-Hudson River,Youth,300,691,0.434153401,2011,Q1,300,691,0.434153401
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,03-Hudson River,Adult,765,1345,0.568773234,2011,Q2,1521,2713,0.560633985
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,01-Western NY,Adult,553,1035,0.534299517,2011,Q2,1049,2078,0.50481232
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,04-New York City,Youth,402,752,0.534574468,2010,Q4,1666,3065,0.543556281
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,03-Hudson River,Adult,605,1345,0.449814126,2011,Q2,1188,2713,0.437891633
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,06-Statewide,Adult,2713,8166,0.332231203,2011,Q3,8513,24551,0.346747587
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,01-Western NY,Adult,552,945,0.584126984,2012,Q1,552,945,0.584126984
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,04-New York City,Adult,2784,9044,0.307828395,2013,Q3Q4,5511,17525,0.31446505
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,05-Long Island,Adult,665,1545,0.430420712,2014,Q3Q4,1181,2721,0.434031606
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,03-Hudson River,Youth,256,647,0.395672334,2011,Q3,900,2040,0.441176471
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,04-New York City,Adult,1811,4381,0.413375942,2011,Q2,3595,8612,0.41744078
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,03-Hudson River,Adult,549,1359,0.40397351,2010,Q4,2264,5110,0.443052838
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,05-Long Island,Adult,373,1068,0.349250936,2013,Q3Q4,731,2124,0.344161959
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,01-Western NY,Youth,198,297,0.666666667,2011,Q2,363,530,0.68490566
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,02-Central NY,Youth,396,680,0.582352941,2013,Q1Q2,396,680,0.582352941
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,02-Central NY,Youth,182,279,0.652329749,2011,Q2,316,504,0.626984127
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,04-New York City,Adult,1304,4194,0.310920362,2012,Q3,3971,12579,0.315684872
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,05-Long Island,Youth,195,383,0.509138381,2013,Q3Q4,410,770,0.532467532
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,02-Central NY,Adult,410,725,0.565517241,2012,Q1,410,725,0.565517241
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,03-Hudson River,Adult,597,1057,0.564806055,2012,Q2,1250,2203,0.56740808
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,06-Statewide,Youth,976,2253,0.433200178,2011,Q2,1884,4263,0.441942294
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,03-Hudson River,Adult,528,1217,0.433853739,2011,Q3,1716,3930,0.436641221
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,03-Hudson River,Youth,296,693,0.427128427,2011,Q4,1155,2737,0.421994885
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,01-Western NY,Adult,455,1043,0.436241611,2011,Q1,455,1043,0.436241611
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,06-Statewide,Adult,3114,6860,0.45393586,2012,Q4,13919,29661,0.469269411
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,05-Long Island,Youth,208,386,0.538860104,2013,Q1Q2,208,386,0.538860104
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,02-Central NY,Adult,396,765,0.517647059,2011,Q2,769,1419,0.541930937
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,03-Hudson River,Adult,426,1075,0.39627907,2011,Q4,1991,5033,0.395589112
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,04-New York City,Adult,2093,4381,0.477744807,2011,Q2,4137,8612,0.480376219
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,05-Long Island,Youth,74,153,0.483660131,2012,Q3,248,613,0.4045677
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,06-Statewide,Youth,992,2331,0.425568426,2010,Q4,3989,8945,0.445947457
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,05-Long Island,Adult,334,680,0.491176471,2011,Q4,1483,3006,0.49334664
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,02-Central NY,Adult,429,1317,0.325740319,2013,Q3Q4,898,2597,0.345783596
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,06-Statewide,Youth,1285,2253,0.570350644,2011,Q2,2438,4263,0.571897725
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,05-Long Island,Adult,246,572,0.43006993,2012,Q1,246,572,0.43006993
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,05-Long Island,Youth,234,457,0.512035011,2014,Q1Q2,234,457,0.512035011
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,05-Long Island,Youth,152,383,0.396866841,2013,Q3Q4,328,770,0.425974026
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,01-Western NY,Adult,638,1491,0.427900738,2013,Q1Q2,638,1491,0.427900738
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,03-Hudson River,Youth,666,1170,0.569230769,2013,Q1Q2,666,1170,0.569230769
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,04-New York City,Adult,3786,9044,0.41862008,2013,Q3Q4,7511,17525,0.428587732
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,04-New York City,Adult,1777,4214,0.421689606,2012,Q2,3567,8385,0.425402504
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,03-Hudson River,Youth,403,693,0.581529582,2011,Q4,1625,2737,0.593715747
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,05-Long Island,Adult,400,782,0.511508951,2010,Q4,1602,3229,0.496128832
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,05-Long Island,Youth,85,154,0.551948052,2012,Q4,434,765,0.567320261
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,05-Long Island,Youth,83,213,0.389671362,2011,Q1,83,213,0.389671362
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,04-New York City,Adult,1192,4241,0.281065786,2011,Q4,5126,17359,0.295293508
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,02-Central NY,Adult,269,765,0.351633987,2011,Q2,508,1419,0.357998591
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,02-Central NY,Youth,345,594,0.580808081,2013,Q3Q4,769,1345,0.571747212
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,02-Central NY,Youth,341,594,0.574074074,2013,Q3Q4,758,1345,0.563568773
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,01-Western NY,Adult,563,978,0.575664622,2010,Q4,2421,4063,0.595865124
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,03-Hudson River,Youth,455,774,0.587855297,2010,Q4,1657,2738,0.605186267
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,01-Western NY,Adult,855,1389,0.615550756,2013,Q3Q4,1809,2907,0.622291022
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,05-Long Island,Youth,179,457,0.391684902,2014,Q1Q2,179,457,0.391684902
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,06-Statewide,Youth,1153,2010,0.573631841,2011,Q1,1153,2010,0.573631841
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,02-Central NY,Youth,176,341,0.516129032,2012,Q4,632,1317,0.479878512
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,04-New York City,Youth,432,1351,0.319763138,2014,Q1Q2,432,1351,0.319763138
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,04-New York City,Adult,2044,4231,0.483100922,2011,Q1,2044,4231,0.483100922
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,06-Statewide,Adult,6453,16680,0.386870504,2014,Q3Q4,13009,33142,0.392523082
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,06-Statewide,Youth,1562,4100,0.38097561,2013,Q3Q4,3275,8368,0.391371893
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,02-Central NY,Adult,275,697,0.394548063,2012,Q4,1188,2901,0.409513961
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,04-New York City,Adult,4155,10062,0.412939773,2014,Q1Q2,4155,10062,0.412939773
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,04-New York City,Youth,394,849,0.464075383,2012,Q2,796,1665,0.478078078
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,06-Statewide,Youth,938,2243,0.418189924,2012,Q2,1964,4708,0.417162277
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,01-Western NY,Adult,553,935,0.59144385,2012,Q3,1667,2811,0.593027392
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,03-Hudson River,Adult,701,1345,0.521189591,2011,Q2,1386,2713,0.510873572
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,03-Hudson River,Adult,583,1368,0.426169591,2011,Q1,583,1368,0.426169591
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,04-New York City,Adult,3027,10062,0.300834824,2014,Q1Q2,3027,10062,0.300834824
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,03-Hudson River,Youth,772,1356,0.569321534,2014,Q1Q2,772,1356,0.569321534
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,05-Long Island,Youth,197,386,0.510362694,2013,Q1Q2,197,386,0.510362694
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,01-Western NY,Adult,325,776,0.418814433,2012,Q4,1630,3599,0.452903584
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,04-New York City,Youth,400,738,0.54200542,2011,Q2,777,1386,0.560606061
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,05-Long Island,Youth,83,194,0.427835052,2011,Q3,308,644,0.47826087
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,04-New York City,Adult,2538,10062,0.252236136,2014,Q1Q2,2538,10062,0.252236136
